block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	block_ori	colour_block
100	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	15824580	15901967	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	3236884	3333250	+	+	DroMel#1#2R
101	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	18711679	19283413	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	14782086	15365922	+	-	DroMel#1#2R
101	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	14782086	15365922	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	15903776	16493660	+	-	DroMel#1#2R
101	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	15903776	16493660	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	5113213	5816010	-	-	DroMel#1#2R
102	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	19290104	19310315	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	15372139	15392368	+	+	DroMel#1#2R
102	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	15372139	15392368	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	16500328	16520512	+	+	DroMel#1#2R
102	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	16500328	16520512	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	20623577	20650958	+	+	DroMel#1#2R
103	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	19311165	20643412	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	15393197	16687096	+	-	DroMel#1#2R
103	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	15393197	16687096	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	16521354	17816159	+	-	DroMel#1#2R
103	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	16521354	17816159	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	12008614	13617186	-	-	DroMel#1#2R
104	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	20644188	20667100	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	16688095	16710796	+	-	DroMel#1#2R
104	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	16688095	16710796	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	17816962	17839834	+	-	DroMel#1#2R
104	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	17816962	17839834	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	8346287	8372876	-	-	DroMel#1#2R
105	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	20667732	21168633	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	16711388	17204125	+	-	DroMel#1#2R
105	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	16711388	17204125	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	17840430	18340099	+	-	DroMel#1#2R
105	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	17840430	18340099	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	8373528	8956010	-	-	DroMel#1#2R
106	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	21169060	21182927	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	17204621	17218464	+	-	DroMel#1#2R
106	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	17204621	17218464	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	18340592	18354446	+	-	DroMel#1#2R
106	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	18340592	18354446	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	11991622	12007532	-	-	DroMel#1#2R
107	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	21183428	21616578	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	17219028	17651848	+	+	DroMel#1#2R
107	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	17219028	17651848	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	18355012	18789002	+	+	DroMel#1#2R
107	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	18355012	18789002	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	14979641	15512770	+	+	DroMel#1#2R
109	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	21625516	22127366	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	17660818	18148787	+	+	DroMel#1#2R
109	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	17660818	18148787	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	18797983	19284715	+	+	DroMel#1#2R
109	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	18797983	19284715	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	22546567	23163234	+	+	DroMel#1#2R
110	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	22129382	22185631	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	18150796	18207026	+	-	DroMel#1#2R
110	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	18150796	18207026	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	19286725	19343039	+	-	DroMel#1#2R
110	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	19286725	19343039	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	20651963	20722692	-	-	DroMel#1#2R
111	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	22186519	22893216	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	18207913	18905143	+	+	DroMel#1#2R
111	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	18207913	18905143	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	19343908	20045004	+	+	DroMel#1#2R
111	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	19343908	20045004	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	13622302	14486722	+	+	DroMel#1#2R
112	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	22896318	23060832	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	18908161	19065252	+	-	DroMel#1#2R
112	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	18908161	19065252	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20048059	20213882	+	-	DroMel#1#2R
112	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20048059	20213882	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	18087504	18297601	-	-	DroMel#1#2R
113	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	23061673	23357357	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19066067	19364638	+	+	DroMel#1#2R
113	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19066067	19364638	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20214693	20512551	+	+	DroMel#1#2R
113	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20214693	20512551	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	22158843	22545744	+	+	DroMel#1#2R
115	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	23367278	23382772	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19374545	19390059	+	+	DroMel#1#2R
115	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19374545	19390059	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20522430	20537966	+	+	DroMel#1#2R
115	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20522430	20537966	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	18678709	18710094	+	+	DroMel#1#2R
116	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	23385890	23698964	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19393861	19690583	+	-	DroMel#1#2R
116	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19393861	19690583	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20541764	20840961	+	-	DroMel#1#2R
116	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20541764	20840961	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	18298378	18677971	-	-	DroMel#1#2R
117	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	23699141	23897885	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19690756	19888246	+	+	DroMel#1#2R
117	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19690756	19888246	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20841138	21038279	+	+	DroMel#1#2R
117	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	20841138	21038279	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	14491440	14737042	+	+	DroMel#1#2R
118	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	23898587	24048131	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19888963	20031595	+	-	DroMel#1#2R
118	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	19888963	20031595	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21038980	21181758	+	-	DroMel#1#2R
118	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21038980	21181758	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	15921627	16073719	-	-	DroMel#1#2R
120	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	24057313	24410601	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	20040781	20368338	+	-	DroMel#1#2R
120	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	20040781	20368338	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21190933	21526480	+	-	DroMel#1#2R
120	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21190933	21526480	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	15516879	15913940	-	-	DroMel#1#2R
121	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	24412077	24881221	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	20369788	20823795	+	+	DroMel#1#2R
121	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	20369788	20823795	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21527950	21983240	+	+	DroMel#1#2R
121	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21527950	21983240	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	18735497	19303612	+	+	DroMel#1#2R
122	DroMel#1#2R	Drosophila_melanogaster_GCF_000001215.4.fasta	24882041	25231249	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	20824588	21157379	+	+	DroMel#1#2R
122	DroSech#1#2R	Drosophila_sechellia_GCF_004382195.2.fasta	20824588	21157379	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21984032	22318030	+	+	DroMel#1#2R
122	DroSim#1#2R	Drosophila_simulans_GCF_016746395.2.fasta	21984032	22318030	DroSuz#1#2R	Drosophila_suzuki_GCF_043229965.1.fasta	23786937	24196990	+	+	DroMel#1#2R
123	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	24744	323980	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	112723	403162	+	-	DroMel#1#3L
123	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	112723	403162	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	40325	338091	+	-	DroMel#1#3L
123	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	40325	338091	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	28157	442799	-	-	DroMel#1#3L
124	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	330148	3034162	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	409450	3025320	+	+	DroMel#1#3L
124	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	409450	3025320	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	346144	2993730	+	+	DroMel#1#3L
124	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	346144	2993730	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	444953	3486724	+	+	DroMel#1#3L
125	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	3035219	4625877	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	3026626	4593708	+	+	DroMel#1#3L
125	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	3026626	4593708	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	2995047	4560272	+	+	DroMel#1#3L
125	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	2995047	4560272	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	12680340	14535239	+	+	DroMel#1#3L
126	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	4627113	5028313	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	4594945	4993407	+	-	DroMel#1#3L
126	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	4594945	4993407	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	4561528	4967084	+	-	DroMel#1#3L
126	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	4561528	4967084	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	12210716	12679524	-	-	DroMel#1#3L
128	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	5032406	5564383	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	4997518	5478506	+	-	DroMel#1#3L
128	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	4997518	5478506	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	4971194	5457091	+	-	DroMel#1#3L
128	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	4971194	5457091	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	11626316	12205368	-	-	DroMel#1#3L
129	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	5565460	5583173	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	5479554	5497160	+	-	DroMel#1#3L
129	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	5479554	5497160	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	5458159	5475743	+	-	DroMel#1#3L
129	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	5458159	5475743	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	14657373	14678170	-	-	DroMel#1#3L
130	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	5583977	5932283	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	5497947	5843832	+	-	DroMel#1#3L
130	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	5497947	5843832	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	5476530	5824645	+	-	DroMel#1#3L
130	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	5476530	5824645	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	17344763	17730212	-	-	DroMel#1#3L
131	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	5933231	6993894	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	5844757	6849928	+	-	DroMel#1#3L
131	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	5844757	6849928	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	5825577	6859969	+	-	DroMel#1#3L
131	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	5825577	6859969	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	4574947	5729504	-	-	DroMel#1#3L
132	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	6996386	7592093	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	6851965	7449478	+	+	DroMel#1#3L
132	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	6851965	7449478	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	6861937	7466857	+	+	DroMel#1#3L
132	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	6861937	7466857	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	14782788	15456809	+	+	DroMel#1#3L
133	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	7592614	7977551	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	7450073	7816035	+	+	DroMel#1#3L
133	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	7450073	7816035	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	7467507	7831412	+	+	DroMel#1#3L
133	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	7467507	7831412	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	15513601	15941230	+	+	DroMel#1#3L
134	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	7979235	9623972	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	7817704	9383672	+	-	DroMel#1#3L
134	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	7817704	9383672	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	7833072	9424156	+	-	DroMel#1#3L
134	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	7833072	9424156	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	9743199	11497942	-	-	DroMel#1#3L
136	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	9627786	10890070	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	9387478	10627857	+	-	DroMel#1#3L
136	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	9387478	10627857	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	9427966	10682549	+	-	DroMel#1#3L
136	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	9427966	10682549	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	8302418	9742797	-	-	DroMel#1#3L
137	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	10893367	11801545	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	10631025	11496165	+	+	DroMel#1#3L
137	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	10631025	11496165	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	10687442	11578878	+	+	DroMel#1#3L
137	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	10687442	11578878	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	20306995	21398565	+	+	DroMel#1#3L
138	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	11812926	11824828	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11507336	11519014	+	-	DroMel#1#3L
138	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11507336	11519014	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11590079	11601877	+	-	DroMel#1#3L
138	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11590079	11601877	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	21401218	21418500	-	-	DroMel#1#3L
139	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	11826933	11839370	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11521772	11536781	+	+	DroMel#1#3L
139	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11521772	11536781	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11604219	11618271	+	+	DroMel#1#3L
139	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11604219	11618271	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	16974652	16993739	+	+	DroMel#1#3L
140	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	11840789	11847984	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11539359	11546304	+	-	DroMel#1#3L
140	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11539359	11546304	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11620977	11627744	+	-	DroMel#1#3L
140	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11620977	11627744	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	16999530	17010466	-	-	DroMel#1#3L
141	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	11849100	12115649	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11548251	11812887	+	+	DroMel#1#3L
141	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11548251	11812887	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11629529	11893111	+	+	DroMel#1#3L
141	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11629529	11893111	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	17013950	17338130	+	+	DroMel#1#3L
142	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	12121279	12490759	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11818528	12191739	+	+	DroMel#1#3L
142	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	11818528	12191739	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11898748	12271819	+	+	DroMel#1#3L
142	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	11898748	12271819	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	5735034	6139451	+	+	DroMel#1#3L
143	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	12491840	12856435	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	12192816	12557551	+	+	DroMel#1#3L
143	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	12192816	12557551	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	12274378	12641172	+	+	DroMel#1#3L
143	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	12274378	12641172	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	22542601	22969152	+	+	DroMel#1#3L
144	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	12863198	13411834	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	12564158	13103207	+	-	DroMel#1#3L
144	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	12564158	13103207	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	12647735	13197735	+	-	DroMel#1#3L
144	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	12647735	13197735	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	18146222	18782461	-	-	DroMel#1#3L
145	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	13412867	13511437	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	13104287	13203396	+	-	DroMel#1#3L
145	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	13104287	13203396	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	13198815	13301224	+	-	DroMel#1#3L
145	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	13198815	13301224	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	11501114	11608259	-	-	DroMel#1#3L
146	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	13513546	15115072	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	13205515	14744935	+	-	DroMel#1#3L
146	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	13205515	14744935	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	13303352	14865879	+	-	DroMel#1#3L
146	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	13303352	14865879	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	6142215	7830626	-	-	DroMel#1#3L
147	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	15116893	16090089	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	14746591	15708350	+	-	DroMel#1#3L
147	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	14746591	15708350	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	14867523	15828319	+	-	DroMel#1#3L
147	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	14867523	15828319	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	21428214	22538812	-	-	DroMel#1#3L
149	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	16100961	16112201	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	15719237	15730392	+	+	DroMel#1#3L
149	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	15719237	15730392	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	15839211	15850359	+	+	DroMel#1#3L
149	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	15839211	15850359	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	16950464	16962512	+	+	DroMel#1#3L
150	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	16113246	17044615	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	15731363	16623415	+	-	DroMel#1#3L
150	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	15731363	16623415	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	15851288	16760159	+	-	DroMel#1#3L
150	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	15851288	16760159	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	15942943	16949263	-	-	DroMel#1#3L
151	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	17046013	17464656	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	16624789	17035340	+	+	DroMel#1#3L
151	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	16624789	17035340	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	16761538	17176659	+	+	DroMel#1#3L
151	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	16761538	17176659	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	7833922	8298015	+	+	DroMel#1#3L
152	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	17465986	18742875	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	17036650	18260854	+	-	DroMel#1#3L
